line_number,line_text,speaker,norm_speaker,eng_speaker
739,καλῶς γʼ ἐρήμης ἂν σὺ γῆς ἄρχοις μόνος.,Αἵμων,Αιμων,Aimwn
740,"ὅδʼ, ὡς ἔοικε, τῇ γυναικὶ συμμαχεῖ.",Κρέων,Κρεων,Krewn
741,εἴπερ γυνὴ σύ. σοῦ γὰρ οὖν προκήδομαι.,Αἵμων,Αιμων,Aimwn
742,"ὦ παγκάκιστε, διὰ δίκης ἰὼν πατρί;",Κρέων,Κρεων,Krewn
743,οὐ γὰρ δίκαιά σʼ ἐξαμαρτάνονθʼ ὁρῶ.,Αἵμων,Αιμων,Aimwn
744,ἁμαρτάνω γὰρ τὰς ἐμὰς ἀρχὰς σέβων;,Κρέων,Κρεων,Krewn
745,"οὐ γὰρ σέβεις, τιμάς γε τὰς θεῶν πατῶν.",Αἵμων,Αιμων,Aimwn
746,ὦ μιαρὸν ἦθος καὶ γυναικὸς ὕστερον.,Κρέων,Κρεων,Krewn
747,οὔ τἂν ἕλοις ἥσσω γε τῶν αἰσχρῶν ἐμέ.,Αἵμων,Αιμων,Aimwn
748,ὁ γοῦν λόγος σοι πᾶς ὑπὲρ κείνης ὅδε.,Κρέων,Κρεων,Krewn
749,"καὶ σοῦ γε κἀμοῦ, καὶ θεῶν τῶν νερτέρων.",Αἵμων,Αιμων,Aimwn
750,ταύτην ποτʼ οὐκ ἔσθʼ ὡς ἔτι ζῶσαν γαμεῖς.,Κρέων,Κρεων,Krewn
751,ἣ δʼ οὖν θανεῖται καὶ θανοῦσʼ ὀλεῖ τινα.,Αἵμων,Αιμων,Aimwn
752,ἦ κἀπαπειλῶν ὧδʼ ἐπεξέρχει θρασύς;,Κρέων,Κρεων,Krewn
753,τίς δʼ ἔστʼ ἀπειλὴ πρὸς κενὰς γνώμας λέγειν;,Αἵμων,Αιμων,Aimwn
754,"κλαίων φρενώσεις, ὢν φρενῶν αὐτὸς κενός.",Κρέων,Κρεων,Krewn
755,"εἰ μὴ πατὴρ ἦσθʼ, εἶπον ἄν σʼ οὐκ εὖ φρονεῖν.",Αἵμων,Αιμων,Aimwn
756,γυναικὸς ὢν δούλευμα μὴ κώτιλλέ με.,Κρέων,Κρεων,Krewn
757,βούλει λέγειν τι καὶ λέγων μηδὲν κλύειν;,Αἵμων,Αιμων,Aimwn
758,"ἄληθες; ἀλλʼ οὐ τόνδʼ Ὄλυμπον, ἴσθʼ ὅτι,",Κρέων,Κρεων,Krewn
759,χαίρων ἐπὶ ψόγοισι δεννάσεις ἐμέ.,Κρέων,Κρεων,Krewn
760,ἄγαγε τὸ μῖσος ὡς κατʼ ὄμματʼ αὐτίκα,Κρέων,Κρεων,Krewn
761,παρόντι θνῄσκῃ πλησία τῷ νυμφίῳ.,Κρέων,Κρεων,Krewn
762,"οὐ δῆτʼ ἔμοιγε, τοῦτο μὴ δόξῃς ποτέ,",Αἵμων,Αιμων,Aimwn
763,"οὔθʼ ἥδʼ ὀλεῖται πλησία, σύ τʼ οὐδαμὰ",Αἵμων,Αιμων,Aimwn
764,"τοὐμὸν προσόψει κρᾶτʼ ἐν ὀφθαλμοῖς ὁρῶν,",Αἵμων,Αιμων,Aimwn
765,ὡς τοῖς θέλουσι τῶν φίλων μαίνῃ συνών.,Αἵμων,Αιμων,Aimwn
766,"ἁνήρ, ἄναξ, βέβηκεν ἐξ ὀργῆς ταχύς·",Χορός,Χορος,Xoros
767,νοῦς δʼ ἐστὶ τηλικοῦτος ἀλγήσας βαρύς.,Χορός,Χορος,Xoros
768,δράτω· φρονείτω μεῖζον ἢ κατʼ ἄνδρʼ ἰών·,Κρέων,Κρεων,Krewn
769,τὼ δʼ οὖν κόρα τώδʼ οὐκ ἀπαλλάξει μόρου.,Κρέων,Κρεων,Krewn
770,ἄμφω γὰρ αὐτὼ καὶ κατακτεῖναι νοεῖς;,Χορός,Χορος,Xoros
771,οὐ τήν γε μὴ θιγοῦσαν· εὖ γὰρ οὖν λέγεις.,Κρέων,Κρεων,Krewn
772,μόρῳ δὲ ποίῳ καί σφε βουλεύει κτανεῖν;,Χορός,Χορος,Xoros
773,ἄγων ἔρημος ἔνθʼ ἂν ᾖ βροτῶν στίβος,Κρέων,Κρεων,Krewn
774,"κρύψω πετρώδει ζῶσαν ἐν κατώρυχι,",Κρέων,Κρεων,Krewn
775,"φορβῆς τοσοῦτον ὡς ἄγος μόνον προθείς,",Κρέων,Κρεων,Krewn
776,ὅπως μίασμα πᾶσʼ ὑπεκφύγῃ πόλις.,Κρέων,Κρεων,Krewn
777,"κἀκεῖ τὸν Ἅιδην, ὃν μόνον σέβει θεῶν,",Κρέων,Κρεων,Krewn
778,"αἰτουμένη που τεύξεται τὸ μὴ θανεῖν,",Κρέων,Κρεων,Krewn
779,ἢ γνώσεται γοῦν ἀλλὰ τηνικαῦθʼ ὅτι,Κρέων,Κρεων,Krewn
780,πόνος περισσός ἐστι τἀν Ἅιδου σέβειν.,Κρέων,Κρεων,Krewn
781,"Ἔρως ἀνίκατε μάχαν, Ἔρως, ὃς ἐν κτήμασι πίπτεις,",Χορός,Χορος,Xoros
782,"ὃς ἐν μαλακαῖς παρειαῖς νεάνιδος ἐννυχεύεις,",Χορός,Χορος,Xoros
785,φοιτᾷς δʼ ὑπερπόντιος ἔν τʼ ἀγρονόμοις αὐλαῖς·,Χορός,Χορος,Xoros
786,καί σʼ οὔτʼ ἀθανάτων φύξιμος οὐδεὶς,Χορός,Χορος,Xoros
790,οὔθʼ ἁμερίων σέ γʼ ἀνθρώπων. ὁ δʼ ἔχων μέμηνεν.,Χορός,Χορος,Xoros
791,"σὺ καὶ δικαίων ἀδίκους φρένας παρασπᾷς ἐπὶ λώβᾳ,",Χορός,Χορος,Xoros
792,σὺ καὶ τόδε νεῖκος ἀνδρῶν ξύναιμον ἔχεις ταράξας·,Χορός,Χορος,Xoros
795,νικᾷ δʼ ἐναργὴς βλεφάρων ἵμερος εὐλέκτρου,Χορός,Χορος,Xoros
796,"νύμφας, τῶν μεγάλων πάρεδρος ἐν ἀρχαῖς",Χορός,Χορος,Xoros
800,θεσμῶν. ἄμαχος γὰρ ἐμπαίζει θεὸς Ἀφροδίτα.,Χορός,Χορος,Xoros
801,νῦν δʼ ἤδη ʼγὼ καὐτὸς θεσμῶν,Χορός,Χορος,Xoros
802,ἔξω φέρομαι τάδʼ ὁρῶν ἴσχειν δʼ,Χορός,Χορος,Xoros
803,"οὐκέτι πηγὰς δύναμαι δακρύων,",Χορός,Χορος,Xoros
804,τὸν παγκοίτην ὅθʼ ὁρῶ θάλαμον,Χορός,Χορος,Xoros
805,τήνδʼ Ἀντιγόνην ἀνύτουσαν.,Χορός,Χορος,Xoros
806,"ὁρᾶτʼ ἔμʼ, ὦ γᾶς πατρίας πολῖται, τὰν νεάταν ὁδὸν",Ἀντιγόνη,Αντιγονη,Antigonh
807,"στείχουσαν, νέατον δὲ φέγγος λεύσσουσαν ἀελίου,",Ἀντιγόνη,Αντιγονη,Antigonh
810,κοὔποτʼ αὖθις. ἀλλά μʼ ὁ παγκοίτας Ἅιδας ζῶσαν ἄγει,Ἀντιγόνη,Αντιγονη,Antigonh
811,τὰν Ἀχέροντος,Ἀντιγόνη,Αντιγονη,Antigonh
812,"ἀκτάν, οὔθʼ ὑμεναίων ἔγκληρον, οὔτʼ ἐπινύμφειός",Ἀντιγόνη,Αντιγονη,Antigonh
815,"πώ μέ τις ὕμνος ὕμνησεν, ἀλλʼ Ἀχέροντι νυμφεύσω.",Ἀντιγόνη,Αντιγονη,Antigonh
817,οὐκοῦν κλεινὴ καὶ ἔπαινον ἔχουσʼ,Χορός,Χορος,Xoros
818,"ἐς τόδʼ ἀπέρχει κεῦθος νεκύων,",Χορός,Χορος,Xoros
819,οὔτε φθινάσιν πληγεῖσα νόσοις,Χορός,Χορος,Xoros
820,"οὔτε ξιφέων ἐπίχειρα λαχοῦσʼ,",Χορός,Χορος,Xoros
821,ἀλλʼ αὐτόνομος ζῶσα μόνη δὴ,Χορός,Χορος,Xoros
822,θνητῶν Ἅιδην καταβήσει.,Χορός,Χορος,Xoros
823,ἤκουσα δὴ λυγροτάταν ὀλέσθαι τὰν Φρυγίαν ξέναν,Ἀντιγόνη,Αντιγονη,Antigonh
825,"Ταντάλου Σιπύλῳ πρὸς ἄκρῳ, τὰν κισσὸς ὡς ἀτενὴς",Ἀντιγόνη,Αντιγονη,Antigonh
826,"πετραία βλάστα δάμασεν, καί νιν ὄμβροι τακομέναν,",Ἀντιγόνη,Αντιγονη,Antigonh
827,"ὡς φάτις ἀνδρῶν,",Ἀντιγόνη,Αντιγονη,Antigonh
830,"χιών τʼ οὐδαμὰ λείπει, τέγγει δʼ ὑπʼ ὀφρύσι παγκλαύτοις",Ἀντιγόνη,Αντιγονη,Antigonh
831,δειράδας· ᾇ με δαίμων ὁμοιοτάταν κατευνάζει.,Ἀντιγόνη,Αντιγονη,Antigonh
834,"ἀλλὰ θεός τοι καὶ θεογεννής,",Χορός,Χορος,Xoros
835,ἡμεῖς δὲ βροτοὶ καὶ θνητογενεῖς.,Χορός,Χορος,Xoros
836,καίτοι φθιμένῃ μέγα κἀκοῦσαι,Χορός,Χορος,Xoros
837,τοῖς ἰσοθέοις σύγκληρα λαχεῖν.,Χορός,Χορος,Xoros
838,ζῶσαν καὶ ἔπειτα θανοῦσαν.,Χορός,Χορος,Xoros
839,"οἴμοι γελῶμαι. τί με, πρὸς θεῶν πατρῴων.",Ἀντιγόνη,Αντιγονη,Antigonh
840,"οὐκ οἰχομέναν ὑβρίζεις, ἀλλʼ ἐπίφαντον;",Ἀντιγόνη,Αντιγονη,Antigonh
841,"ὦ πόλις, ὦ πόλεως πολυκτήμονες ἄνδρες·",Ἀντιγόνη,Αντιγονη,Antigonh
842,ἰὼ Διρκαῖαι κρῆναι,Ἀντιγόνη,Αντιγονη,Antigonh
845,"Θήβας τʼ εὐαρμάτου ἄλσος, ἔμπας ξυμμάρτυρας ὔμμʼ ἐπικτῶμαι,",Ἀντιγόνη,Αντιγονη,Antigonh
846,"οἵα φίλων ἄκλαυτος, οἵοις νόμοις",Ἀντιγόνη,Αντιγονη,Antigonh
847,πρὸς ἕργμα τυμβόχωστον ἔρχομαι τάφου ποταινίου·,Ἀντιγόνη,Αντιγονη,Antigonh
850,"ἰὼ δύστανος, βροτοῖς οὔτε νεκροῖς κυροῦσα",Ἀντιγόνη,Αντιγονη,Antigonh
851,"μέτοικος οὐ ζῶσιν, οὐ θανοῦσιν.",Ἀντιγόνη,Αντιγονη,Antigonh
853,προβᾶσʼ ἐπʼ ἔσχατον θράσους,Χορός,Χορος,Xoros
854,ὑψηλὸν ἐς Δίκας βάθρον,Χορός,Χορος,Xoros
855,"προσέπεσες, ὦ τέκνον, πολύ·",Χορός,Χορος,Xoros
856,πατρῷον δʼ ἐκτίνεις τινʼ ἆθλον.,Χορός,Χορος,Xoros
858,"ἔψαυσας ἀλγεινοτάτας ἐμοὶ μερίμνας,",Ἀντιγόνη,Αντιγονη,Antigonh
859,πατρὸς τριπόλιστον οἶκτον τοῦ τε πρόπαντος,Ἀντιγόνη,Αντιγονη,Antigonh
860,ἁμετέρου πότμου κλεινοῖς Λαβδακίδαισιν.,Ἀντιγόνη,Αντιγονη,Antigonh
861,ἰὼ ματρῷαι λέκτρων,Ἀντιγόνη,Αντιγονη,Antigonh
865,"ἆται κοιμήματά τʼ αὐτογέννητʼ ἐμῷ πατρὶ δυσμόρου ματρός,",Ἀντιγόνη,Αντιγονη,Antigonh
866,οἵων ἐγώ ποθʼ ἁ ταλαίφρων ἔφυν·,Ἀντιγόνη,Αντιγονη,Antigonh
867,πρὸς οὓς ἀραῖος ἄγαμος ἅδʼ ἐγὼ μέτοικος ἔρχομαι.,Ἀντιγόνη,Αντιγονη,Antigonh
870,"ἰὼ δυσπότμων κασίγνητε γάμων κυρήσας,",Ἀντιγόνη,Αντιγονη,Antigonh
871,θανὼν ἔτʼ οὖσαν κατήναρές με.,Ἀντιγόνη,Αντιγονη,Antigonh
872,"σέβειν μὲν εὐσέβειά τις,",Χορός,Χορος,Xoros
873,κράτος δʼ ὅτῳ κράτος μέλει,Χορός,Χορος,Xoros
874,παραβατὸν οὐδαμᾷ πέλει·,Χορός,Χορος,Xoros
875,σὲ δʼ αὐτόγνωτος ὤλεσʼ ὀργά.,Χορός,Χορος,Xoros
876,"ἄκλαυτος, ἄφιλος, ἀνυμέναιος ταλαίφρων ἄγομαι",Ἀντιγόνη,Αντιγονη,Antigonh
877,τὰν πυμάταν ὁδόν. οὐκέτι μοι τόδε,Ἀντιγόνη,Αντιγονη,Antigonh
878,λαμπάδος ἱερὸν ὄμμα,Ἀντιγόνη,Αντιγονη,Antigonh
880,θέμις ὁρᾶν ταλαίνᾳ.,Ἀντιγόνη,Αντιγονη,Antigonh
881,τὸν δʼ ἐμὸν πότμον ἀδάκρυτον,Ἀντιγόνη,Αντιγονη,Antigonh
882,οὐδεὶς φίλων στενάζει.,Ἀντιγόνη,Αντιγονη,Antigonh
883,"ἆρʼ ἴστʼ, ἀοιδὰς καὶ γόους πρὸ τοῦ θανεῖν",Κρέων,Κρεων,Krewn
884,"ὡς οὐδʼ ἂν εἷς παύσαιτʼ ἄν, εἰ χρείη λέγειν;",Κρέων,Κρεων,Krewn
885,οὐκ ἄξεθʼ ὡς τάχιστα; καὶ κατηρεφεῖ,Κρέων,Κρεων,Krewn
886,"τύμβῳ περιπτύξαντες, ὡς εἴρηκʼ ἐγώ,",Κρέων,Κρεων,Krewn
887,"ἄφετε μόνην ἔρημον, εἴτε χρῇ θανεῖν",Κρέων,Κρεων,Krewn
888,εἴτʼ ἐν τοιαύτῃ ζῶσα τυμβεύειν στέγῃ·,Κρέων,Κρεων,Krewn
889,ἡμεῖς γὰρ ἁγνοὶ τοὐπὶ τήνδε τὴν κόρην·,Κρέων,Κρεων,Krewn
890,μετοικίας δʼ οὖν τῆς ἄνω στερήσεται.,Κρέων,Κρεων,Krewn
891,"ὦ τύμβος, ὦ νυμφεῖον, ὦ κατασκαφὴς",Ἀντιγόνη,Αντιγονη,Antigonh
892,"οἴκησις ἀείφρουρος, οἷ πορεύομαι",Ἀντιγόνη,Αντιγονη,Antigonh
893,"πρὸς τοὺς ἐμαυτῆς, ὧν ἀριθμὸν ἐν νεκροῖς",Ἀντιγόνη,Αντιγονη,Antigonh
894,πλεῖστον δέδεκται Φερσέφασσʼ ὀλωλότων·,Ἀντιγόνη,Αντιγονη,Antigonh
895,ὧν λοισθία ʼγὼ καὶ κάκιστα δὴ μακρῷ,Ἀντιγόνη,Αντιγονη,Antigonh
896,"κάτειμι, πρίν μοι μοῖραν ἐξήκειν βίου.",Ἀντιγόνη,Αντιγονη,Antigonh
897,ἐλθοῦσα μέντοι κάρτʼ ἐν ἐλπίσιν τρέφω,Ἀντιγόνη,Αντιγονη,Antigonh
898,"φίλη μὲν ἥξειν πατρί, προσφιλὴς δὲ σοί,",Ἀντιγόνη,Αντιγονη,Antigonh
899,"μῆτερ, φίλη δὲ σοί, κασίγνητον κάρα·",Ἀντιγόνη,Αντιγονη,Antigonh
900,ἐπεὶ θανόντας αὐτόχειρ ὑμᾶς ἐγὼ,Ἀντιγόνη,Αντιγονη,Antigonh
901,ἔλουσα κἀκόσμησα κἀπιτυμβίους,Ἀντιγόνη,Αντιγονη,Antigonh
902,"χοὰς ἔδωκα. νῦν δέ, Πολύνεικες, τὸ σὸν",Ἀντιγόνη,Αντιγονη,Antigonh
903,δέμας περιστέλλουσα τοιάδʼ ἄρνυμαι.,Ἀντιγόνη,Αντιγονη,Antigonh
904,καίτοι σʼ ἐγὼ ʼτίμησα τοῖς φρονοῦσιν εὖ.,Ἀντιγόνη,Αντιγονη,Antigonh
905,"οὐ γάρ ποτʼ οὔτʼ ἄν, εἰ τέκνων μήτηρ ἔφυν,",Ἀντιγόνη,Αντιγονη,Antigonh
906,"οὔτʼ εἰ πόσις μοι κατθανὼν ἐτήκετο,",Ἀντιγόνη,Αντιγονη,Antigonh
907,βίᾳ πολιτῶν τόνδʼ ἂν ᾐρόμην πόνον.,Ἀντιγόνη,Αντιγονη,Antigonh
908,τίνος νόμου δὴ ταῦτα πρὸς χάριν λέγω;,Ἀντιγόνη,Αντιγονη,Antigonh
909,"πόσις μὲν ἄν μοι κατθανόντος ἄλλος ἦν,",Ἀντιγόνη,Αντιγονη,Antigonh
910,"καὶ παῖς ἀπʼ ἄλλου φωτός, εἰ τοῦδʼ ἤμπλακον,",Ἀντιγόνη,Αντιγονη,Antigonh
911,μητρὸς δʼ ἐν Ἅιδου καὶ πατρὸς κεκευθότοιν,Ἀντιγόνη,Αντιγονη,Antigonh
912,οὐκ ἔστʼ ἀδελφὸς ὅστις ἂν βλάστοι ποτέ.,Ἀντιγόνη,Αντιγονη,Antigonh
913,τοιῷδε μέντοι σʼ ἐκπροτιμήσασʼ ἐγὼ,Ἀντιγόνη,Αντιγονη,Antigonh
914,νόμῳ Κρέοντι ταῦτʼ ἔδοξʼ ἁμαρτάνειν,Ἀντιγόνη,Αντιγονη,Antigonh
915,"καὶ δεινὰ τολμᾶν, ὦ κασίγνητον κάρα.",Ἀντιγόνη,Αντιγονη,Antigonh
916,καὶ νῦν ἄγει με διὰ χερῶν οὕτω λαβὼν,Ἀντιγόνη,Αντιγονη,Antigonh
917,"ἄλεκτρον, ἀνυμέναιον, οὔτε του γάμου",Ἀντιγόνη,Αντιγονη,Antigonh
918,"μέρος λαχοῦσαν οὔτε παιδείου τροφῆς,",Ἀντιγόνη,Αντιγονη,Antigonh
919,ἀλλʼ ὧδʼ ἔρημος πρὸς φίλων ἡ δύσμορος,Ἀντιγόνη,Αντιγονη,Antigonh
920,ζῶσʼ εἰς θανόντων ἔρχομαι κατασκαφάς.,Ἀντιγόνη,Αντιγονη,Antigonh
921,ποίαν παρεξελθοῦσα δαιμόνων δίκην;,Ἀντιγόνη,Αντιγονη,Antigonh
922,τί χρή με τὴν δύστηνον ἐς θεοὺς ἔτι,Ἀντιγόνη,Αντιγονη,Antigonh
923,βλέπειν; τίνʼ αὐδᾶν ξυμμάχων; ἐπεί γε δὴ,Ἀντιγόνη,Αντιγονη,Antigonh
924,τὴν δυσσέβειαν εὐσεβοῦσʼ ἐκτησάμην.,Ἀντιγόνη,Αντιγονη,Antigonh
925,"ἀλλʼ εἰ μὲν οὖν τάδʼ ἐστὶν ἐν θεοῖς καλά,",Ἀντιγόνη,Αντιγονη,Antigonh
926,παθόντες ἂν ξυγγνοῖμεν ἡμαρτηκότες·,Ἀντιγόνη,Αντιγονη,Antigonh
927,"εἰ δʼ οἵδʼ ἁμαρτάνουσι, μὴ πλείω κακὰ",Ἀντιγόνη,Αντιγονη,Antigonh
928,πάθοιεν ἢ καὶ δρῶσιν ἐκδίκως ἐμέ.,Ἀντιγόνη,Αντιγονη,Antigonh
929,ἔτι τῶν αὐτῶν ἀνέμων αὑταὶ,Χορός,Χορος,Xoros
930,ψυχῆς ῥιπαὶ τήνδε γʼ ἔχουσιν.,Χορός,Χορος,Xoros
931,τοιγὰρ τούτων τοῖσιν ἄγουσιν,Κρέων,Κρεων,Krewn
932,κλαύμαθʼ ὑπάρξει βραδυτῆτος ὕπερ.,Κρέων,Κρεων,Krewn
933,"οἴμοι, θανάτου τοῦτʼ ἐγγυτάτω",Ἀντιγόνη,Αντιγονη,Antigonh
934,τοὔπος ἀφῖκται.,Ἀντιγόνη,Αντιγονη,Antigonh
935,θαρσεῖν οὐδὲν παραμυθοῦμαι,Χορός,Χορος,Xoros
936,μὴ οὐ τάδε ταύτῃ κατακυροῦσθαι.,Χορός,Χορος,Xoros
937,ὦ γῆς Θήβης ἄστυ πατρῷον,Ἀντιγόνη,Αντιγονη,Antigonh
938,"καὶ θεοὶ προγενεῖς,",Ἀντιγόνη,Αντιγονη,Antigonh
939,ἄγομαι δὴ κοὐκέτι μέλλω.,Ἀντιγόνη,Αντιγονη,Antigonh
940,"λεύσσετε, Θήβης οἱ κοιρανίδαι",Ἀντιγόνη,Αντιγονη,Antigonh
941,"τὴν βασιλειδᾶν μούνην λοιπήν,",Ἀντιγόνη,Αντιγονη,Antigonh
942,"οἷα πρὸς οἵων ἀνδρῶν πάσχω,",Ἀντιγόνη,Αντιγονη,Antigonh
943,τὴν εὐσεβίαν σεβίσασα.,Ἀντιγόνη,Αντιγονη,Antigonh
944,ἔτλα καὶ Δανάας οὐράνιον φῶς,Χορός,Χορος,Xoros
945,ἀλλάξαι δέμας ἐν χαλκοδέτοις αὐλαῖς·,Χορός,Χορος,Xoros
946,κρυπτομένα δʼ ἐν τυμβήρει θαλάμῳ κατεζεύχθη·,Χορός,Χορος,Xoros
947,"καίτοι καὶ γενεᾷ τίμιος, ὦ παῖ παῖ,",Χορός,Χορος,Xoros
950,καὶ Ζηνὸς ταμιεύεσκε γονὰς χρυσορύτους.,Χορός,Χορος,Xoros
951,ἀλλʼ ἁ μοιριδία τις δύνασις δεινά·,Χορός,Χορος,Xoros
952,"οὔτʼ ἄν νιν ὄλβος οὔτʼ Ἄρης, οὐ πύργος, οὐχ ἁλίκτυποι",Χορός,Χορος,Xoros
953,κελαιναὶ νᾶες ἐκφύγοιεν.,Χορός,Χορος,Xoros
955,"ζεύχθη δʼ ὀξύχολος παῖς ὁ Δρύαντος,",Χορός,Χορος,Xoros
956,"Ἠδωνῶν βασιλεύς, κερτομίοις ὀργαῖς",Χορός,Χορος,Xoros
957,ἐκ Διονύσου πετρώδει κατάφαρκτος ἐν δεσμῷ.,Χορός,Χορος,Xoros
958,οὕτω τᾶς μανίας δεινὸν ἀποστάζει,Χορός,Χορος,Xoros
960,ἀνθηρόν τε μένος. κεῖνος ἐπέγνω μανίαις,Χορός,Χορος,Xoros
961,ψαύων τὸν θεὸν ἐν κερτομίοις γλώσσαις.,Χορός,Χορος,Xoros
962,"παύεσκε μὲν γὰρ ἐνθέους γυναῖκας εὔιόν τε πῦρ,",Χορός,Χορος,Xoros
965,φιλαύλους τʼ ἠρέθιζε Μούσας.,Χορός,Χορος,Xoros
966,παρὰ δὲ Κυανεᾶν πελάγει διδύμας ἁλὸς,Χορός,Χορος,Xoros
967,ἀκταὶ Βοσπόριαι ἠδʼ ὁ Θρῃκῶν,Χορός,Χορος,Xoros
970,"Σαλμυδησσός, ἵνʼ ἀγχίπτολις Ἄρης",Χορός,Χορος,Xoros
971,δισσοῖσι Φινεΐδαις,Χορός,Χορος,Xoros
972,εἶδεν ἀρατὸν ἕλκος,Χορός,Χορος,Xoros
973,τυφλωθὲν ἐξ ἀγρίας δάμαρτος,Χορός,Χορος,Xoros
974,ἀλαὸν ἀλαστόροισιν ὀμμάτων κύκλοις,Χορός,Χορος,Xoros
975,"ἀραχθέντων, ὑφʼ αἱματηραῖς",Χορός,Χορος,Xoros
976,χείρεσσι καὶ κερκίδων ἀκμαῖσιν.,Χορός,Χορος,Xoros
977,κατὰ δὲ τακόμενοι μέλεοι μελέαν πάθαν,Χορός,Χορος,Xoros
980,"κλαῖον, ματρὸς ἔχοντες ἀνύμφευτον γονάν·",Χορός,Χορος,Xoros
981,ἁ δὲ σπέρμα μὲν ἀρχαιογόνων,Χορός,Χορος,Xoros
982,"ἄντασʼ Ἐρεχθεϊδᾶν,",Χορός,Χορος,Xoros
983,τηλεπόροις δʼ ἐν ἄντροις,Χορός,Χορος,Xoros
984,τράφη θυέλλαισιν ἐν πατρῴαις,Χορός,Χορος,Xoros
985,Βορεὰς ἅμιππος ὀρθόποδος ὑπὲρ πάγου,Χορός,Χορος,Xoros
986,θεῶν παῖς. ἀλλὰ κἀπʼ ἐκείνᾳ,Χορός,Χορος,Xoros
987,"Μοῖραι μακραίωνες ἔσχον, ὦ παῖ.",Χορός,Χορος,Xoros
988,"Θήβης ἄνακτες, ἥκομεν κοινὴν ὁδὸν",Τειρεσίας,Τειρεσιας,Teiresias
989,δύʼ ἐξ ἑνὸς βλέποντε· τοῖς τυφλοῖσι γὰρ,Τειρεσίας,Τειρεσιας,Teiresias
990,αὕτη κέλευθος ἐκ προηγητοῦ πέλει.,Τειρεσίας,Τειρεσιας,Teiresias
991,"τί δʼ ἔστιν, ὦ γεραιὲ Τειρεσία, νέον;",Κρέων,Κρεων,Krewn
992,"ἐγὼ διδάξω, καὶ σὺ τῷ μάντει πιθοῦ.",Τειρεσίας,Τειρεσιας,Teiresias
993,οὔκουν πάρος γε σῆς ἀπεστάτουν φρενός.,Κρέων,Κρεων,Krewn
994,τοιγὰρ διʼ ὀρθῆς τήνδʼ ἐναυκλήρεις πόλιν.,Τειρεσίας,Τειρεσιας,Teiresias
995,ἔχω πεπονθὼς μαρτυρεῖν ὀνήσιμα.,Κρέων,Κρεων,Krewn
996,φρόνει βεβὼς αὖ νῦν ἐπὶ ξυροῦ τύχης.,Τειρεσίας,Τειρεσιας,Teiresias
997,τί δʼ ἔστιν; ὡς ἐγὼ τὸ σὸν φρίσσω στόμα.,Κρέων,Κρεων,Krewn
998,"γνώσει, τέχνης σημεῖα τῆς ἐμῆς κλύων.",Τειρεσίας,Τειρεσιας,Teiresias
999,εἰς γὰρ παλαιὸν θᾶκον ὀρνιθοσκόπον,Τειρεσίας,Τειρεσιας,Teiresias
1000,"ἵζων, ἵνʼ ἦν μοι παντὸς οἰωνοῦ λιμήν,",Τειρεσίας,Τειρεσιας,Teiresias
1001,"ἀγνῶτʼ ἀκούω φθόγγον ὀρνίθων, κακῷ",Τειρεσίας,Τειρεσιας,Teiresias
1002,κλάζοντας οἴστρῳ καὶ βεβαρβαρωμένῳ.,Τειρεσίας,Τειρεσιας,Teiresias
1003,καὶ σπῶντας ἐν χηλαῖσιν ἀλλήλους φοναῖς,Τειρεσίας,Τειρεσιας,Teiresias
1004,ἔγνων· πτερῶν γὰρ ῥοῖβδος οὐκ ἄσημος ἦν.,Τειρεσίας,Τειρεσιας,Teiresias
1005,εὐθὺς δὲ δείσας ἐμπύρων ἐγευόμην,Τειρεσίας,Τειρεσιας,Teiresias
1006,βωμοῖσι παμφλέκτοισιν· ἐκ δὲ θυμάτων,Τειρεσίας,Τειρεσιας,Teiresias
1007,"Ἥφαιστος οὐκ ἔλαμπεν, ἀλλʼ ἐπὶ σποδῷ",Τειρεσίας,Τειρεσιας,Teiresias
1008,μυδῶσα κηκὶς μηρίων ἐτήκετο,Τειρεσίας,Τειρεσιας,Teiresias
1009,"κἄτυφε κἀνέπτυε, καὶ μετάρσιοι",Τειρεσίας,Τειρεσιας,Teiresias
1010,"χολαὶ διεσπείροντο, καὶ καταρρυεῖς",Τειρεσίας,Τειρεσιας,Teiresias
1011,μηροὶ καλυπτῆς ἐξέκειντο πιμελῆς.,Τειρεσίας,Τειρεσιας,Teiresias
1012,"τοιαῦτα παιδὸς τοῦδʼ ἐμάνθανον πάρα,",Τειρεσίας,Τειρεσιας,Teiresias
1013,φθίνοντʼ ἀσήμων ὀργίων μαντεύματα.,Τειρεσίας,Τειρεσιας,Teiresias
1014,"ἐμοὶ γὰρ οὗτος ἡγεμών, ἄλλοις δʼ ἐγώ.",Τειρεσίας,Τειρεσιας,Teiresias
1015,καὶ ταῦτα τῆς σῆς ἐκ φρενὸς νοσεῖ πόλις.,Τειρεσίας,Τειρεσιας,Teiresias
1016,βωμοὶ γὰρ ἡμῖν ἐσχάραι τε παντελεῖς,Τειρεσίας,Τειρεσιας,Teiresias
1017,πλήρεις ὑπʼ οἰωνῶν τε καὶ κυνῶν βορᾶς,Τειρεσίας,Τειρεσιας,Teiresias
1018,τοῦ δυσμόρου πεπτῶτος Οἰδίπου γόνου.,Τειρεσίας,Τειρεσιας,Teiresias
1019,κᾆτʼ οὐ δέχονται θυστάδας λιτὰς ἔτι,Τειρεσίας,Τειρεσιας,Teiresias
